assembly_models_name,code_form_no,ata_code,reference_amp,description,category_code,issue_date,directive_no,is_rii,show_in_c_of_a,estimated_man_hours,note,applicability
BELL 429,M096,25,EASA AD 2008-0135,Equipment & Furnishings - Passenger Seat Backrest - Replacement,MIS,13-Jul-2008,DGCA/New-Misc/96,,,0:00, ,"Passenger Seats 12M( )( )-( )( )( )( )( )( ), all part numbers (P/N) equipped with backrest P/N 313033000000 or 313033100000, as listed in Section 1.A of Aviointeriors SB 12M/F68-06.(ATR 42 series, ATR 72 series)"
BELL 429,M096,25,EASA AD 2008-0135,Equipment & Furnishings--Passenger Seat Backrest--Inspection / Replacement,MIS,22-Nov-2006,DGCA/New-Misc/96,,,0:00, ,"Passenger Seats 12M( )( )-( )( )( )( )( )( ), all part numbers (P/N) equipped with backrest P/N 313033000000 or 313033100000, as listed in Section 1.A of Aviointeriors Service Bulletin (SB) 12M/F68-06. The affected seats are known to be installed on, but not limited to, the following aircraft: - ATR 42 series; - ATR 72 series."
BELL 429,M096,25,EASA AD 2008-0135,Equipment & Furnishings--Passenger Seat Backrest--Inspection / Replacement,MIS,22-Nov-2006,DGCA/New-Misc/96,,,0:00, ,"Passenger Seats 12M( )( )-( )( )( )( )( )( ),all P/N as listed in Aviointeriors SB 12M/F68-01 Rev.1 dated 2 October 2006."
BELL 429,M096,25,EASA AD 2008-0135,Equipment & Furnishings--Passenger Seat Backrest--Inspection / Replacement,MIS,22-Nov-2006,DGCA/New-Misc/96,,,0:00, ,"Passenger Seats 12M( )( )-( )( )( )( )( )( ),all P/N as listed in Aviointeriors SB 12M/F68-01 Rev.1 dated 2 October 2006."
BELL 429,M096,25,EASA AD 2008-0135,Equipment & Furnishings - Passenger Seat Backrest - Replacement,MIS,06-Dec-2006,DGCA/New-Misc/96,,,0:00, ,"Passenger Seats 12M( )( )-( )( )( )( )( )( ), all P/N equipped with backrest P/N 313033000000 or 313033100000, as listed in Section 1.A of Aviointeriors SB 12M/F68-06."
BELL 429,M096,25,EASA AD 2008-0135,Equipment & Furnishings - Passenger Seat Backrest - Replacement,MIS,06-Dec-2006,DGCA/New-Misc/96,,,0:00, ,"Aviointeriors S.p.A. Passenger Seats 12M( )( )-( )( )( )( )( )( ), all P/N equipped with backrest P/N 313033000000 or 313033100000, as listed in Section 1.A of Aviointeriors SB 12M/F68-06."
BELL 429,M097,1,FAA AS 2007-04-15,To prevent detachment of passenger seats assemblies during emergency conditions,MIS#,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, passenger seat assemblies,P/N 42XX series, 50XX series, 63XX series, 65XX series, 71XX series, 78XX series, 83XX series, 85XX series, 90XX series, 91XX series,92XX series,with aft tra"
BELL 429,M097,1,FAA AS 2007-04-15,To Prevent to Detachment of Passenger Seat Assemblies During Emergency Condition.,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, passenger seat assemblies, P/N 42XX series, 50XX eries, 63XX series, 65XX series, 71XX series, 78XX series, 83XX series, 85XX series, 90XX series, 91XX series,92XX series."
BELL 429,M097,25,FAA AD 2007-04-15,To prevent detachment of passenger Seats assemblies during emergency conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, passenger seat assemblies,P/N 42XX series, 50XX series, 63XX series, 65XX series, 71XX series, 78XX series, 83XX series, 85XX series, 90XX series, 91XX series,92XX series,with aft tra"
BELL 429,M097,25,FAA AD 2007-04-15,To prevent detachment of passenger Seats assemblies during emergency conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, passenger seat assemblies,P/N 42XX series, 50XX series, 63XX series, 65XX series, 71XX series, 78XX series, 83XX series, 85XX series, 90XX series, 91XX series,92XX series,with aft tra"
BELL 429,M097,25,FAA AD 2007-04-15,TO prevent detachment of passenger seats assemblies during emergengy conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, Pax seat assemblies, P/N 42XX, 50XX, 63XX, 65XX, 71XX, 78XX, 83XX, 85XX, 90XX, 91XX, 92XX series with aft track fittings."
BELL 429,M097,25,FAA AD 2007-04-15,TO prevent detachment of passenger seats assemblies during emergengy conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, Pax seat assemblies, P/N 42XX, 50XX, 63XX, 65XX, 71XX, 78XX, 83XX, 85XX, 90XX, 91XX, 92XX series with aft track fittings."
BELL 429,M097,25,FAA AD 2007-04-15,To prevent detachment of passenger Seats assemblies during emergency conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, passenger seat assemblies,P/N 42XX series, 50XX series, 63XX series, 65XX series, 71XX series, 78XX series, 83XX series, 85XX series, 90XX series, 91XX series,92XX series,with aft tra"
BELL 429,M097,25,FAA AD 2007-04-15,To prevent detachment of passenger Seats assemblies during emergency conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat,Pax seat assemblies, P/N 42XX, 50XX, 63XX ,65XX, 71XX, 78XX, 83XX, 85XX,90XX,91XX, 92XX series with aft track fittings."
BELL 429,M097,25,FAA AD 2007-04-15,To prevent detachment of passenger Seats assemblies during emergency conditions,MIS,23-Mar-2007,DGCA/New-Misc/97,,,0:00, ,"Sicma Aero Seat, passenger seat assemblies,P/N 42XX series, 50XX series, 63XX series, 65XX series, 71XX series, 78XX series, 83XX series, 85XX series, 90XX series, 91XX series,92XX series,with aft tra"
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/A21P,SA52000-A1/ A20P / A21P / A22P / A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/ A21P, SA52000-A1/A20P/A21P/A22P/A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19 R1,To Prevent Cylinder Seperation,MIS,07-Apr-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Super Air Parts Inc. Cylinder Assemblies, manufactured between April 2005 and Nov 2005, P/N (As specified in AD) installed in Teledyne Continental Motors (TCM) series reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/A21P,SA52000-A1/ A20P / A21P / A22P / A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/ A21P, SA52000-A1/A20P/A21P/A22P/A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/A21P,SA52000-A1/ A20P / A21P / A22P / A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19(R1),To prevent cylinder separation,MIS,05-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A 1/A20P/A21P, SA52000-A1/A20P/A21P/A22P/A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/ A21P, SA52000-A1/A20P/A21P/A22P/A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19 R1,To Prevent Cylinder Seperation,MIS,07-Apr-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Super Air Parts Inc. Cylinder Assemblies, manufactured between April 2005 and Nov 2005, P/N (As specified in AD) installed in Teledyne Continental Motors (TCM) series reciprocating engines."
BELL 429,M098,100,FAA AD 2007-04-19R1,To Prevent Cylinder Seperation,MIS,04-Jul-2007,DGCA/New-Misc/98 R1,,,0:00, ,"Cylinder Assemblies P/N SA47000L-A1/A20P,SA47000S-A1/A20P/ A21P, SA52000-A1/A20P/A21P/A22P/A23P, SA55000-A1/A20P, installed in TCM, LE and AL reciprocating engines."
BELL 429,M099,35,EASA AD 2006-0286 R1,Oxygen-Oxygen Reserve Cylinders--Removal / Emptying.,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)."
BELL 429,M099,100,EASA AD 2006-0286R1,Oxygen-Oxygen reserve cyliders---Removal/Emptying.,MIS,15-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)"
BELL 429,M099,35,EASA AD 2006-0286R1,Oxygen-Oxygen Reserve Cylinders--Removal / Emptying.,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)"
BELL 429,M099,100,EASA AD 2006-0286R1,Oxygen-Oxygen reserve cyliders---Removal/Emptying.,MIS,15-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)"
BELL 429,M099,35,EASA AD 2006-0286R1,OXYGEN- oxygen reserve cylinders- removal / emptying,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)"
BELL 429,M099,35,EASA AD 2006-0286 R1,Oxygen-Oxygen Reserve Cylinders--Removal / Emptying.,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)."
BELL 429,M099,35,EASA AD 2006-0286 R1,Oxygen-Oxygen Reserve Cylinders--Removal / Emptying.,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)."
BELL 429,M099,100,EASA AD 2006-0286 R1,Oxygen - Oxygen reserve cylinders- removal/emptying,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)."
BELL 429,M099,35,EASA AD 2006-0286R1,OXYGEN- oxygen reserve cylinders- removal / emptying,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)"
BELL 429,M099,35,EASA AD 2006-0286 R1,Oxygen-Oxygen Reserve Cylinders--Removal / Emptying.,MIS,25-Sep-2006,DGCA/New-Misc/99,,,0:00, ,"Oxygen Reserve Cylinders having P/N GLF(XXX)-(X),GLD(XXX)-(X), PC2300 and SLF300.(Further info Ref:EASA AD No.: 2006-0286R1)."
BELL 429,M125,61,FAA AD 2010-13-10,"To Prevent Loss of Propeller Pitch Control,Damage to the Propeller Governor and Internal damage to engine which could prevent continued Safe Flight or Safe Landing.",MIS,05-Aug-2010,DGCA-New-Misc/125,,,0:00, ,"Ontic Engineering and Manufacturing, Inc. propeller governors, part numbers (P/Ns) C210776, T210761, D210760, and J210761, as listed by serial number on pages 3 and 4 of Ontic Engineering and Manufacturing, Inc. MSB No. SB-DES-353, Rev A."
BELL 429,EAD 2024-07-51,64,ASB 429-24-63,Joint Airctaft System Component (JASC) Code: 6410 Tail Rotor Blades.,AD,29-Mar-2024,EAD 2024-07-51,,,0:00, ,"This emmergency AD applies to Bell Textron Canada Limited Model 429 Helicopters, Serial number 57001 and Subsequent, certificated in any category with a Tail Rotor (T/R) with a blade part number 429-016-101-105 having a serial number identified in Table 1 of Bell Alert Service Bulletins 429-24-63 dated march 21, 2024 (ASB 429-24-63) installed,"
BELL 429,2007-0235,71,PC-12 SB No. 71-007,Torque Oil Pressure Pipe & Hose Assemblies,AD,14-Sep-2007,EASA 2007-0235,,,0:00, ,"PC-12, PC-12/45 and PC-12/47 aircraft, All S/N, with oil pipe/hose assemblies P/N 577.11.12.104, 577.11.12.105, 946.37.74.305, 946.37.74.306, 946.37.74.307, 946.37.74.308 or 946.37.74.311 installed."
BELL 429,2008-0047,27,PC-12 SB No. 27-018,Elevator Control Stick-Pusher Servo-Cable Tension - Replacement,AD,13-Mar-2008,EASA 2008-0047,,,0:00, ,"PC-12, PC-12/45 and PC-12/47 aircraft, Manufacturer Serial Number (MSN) 101 up to MSN 888 inclusive, except MSN 545."
BELL 429,AD62,4,PC-12 AMM Chapter 4,Time Limits/Maintenance Checks - Airworthiness Limitations - Amendment,AD,10-Sep-2008,EASA AD 2008-0163,,,0:00, ,"PC-12, PC-12/45 and PC-12/47 aircraft, all serial numbers."
BELL 429,AD63,30,SB 30-011,Ice and Rain Protection - Overboard Vent for the Airfoil Deice System Pressure Regulator - Installation,AD,27-Jan-2009,EASA AD 2009-0007,,,0:00, ,"Model PC-12 and PC-12/45 aircraft, Manufacturer Serial Number (MSN) 101 up to MSN 320 inclusive."
BELL 429,2009-0040,27,Pilatus SB No. 27-020 R1,Elevator and Tab - Stick-Pusher Servo-Cables - Inspection,AD,01-Mar-2009,EASA AD 2009-0040,,,0:00, ,"Model PC-12, PC-12/45, PC-12/47 airplanes, with MSN from 101 through MSN 544 inclusive and from MSN 546 through MSN 888 inclusive."
BELL 429,2009-0060,32,PC-12 SB 32-021,Nose Gear - Torque Tube of the Nose Wheel Steering -Replacement / Limitations,AD,25-Mar-2009,EASA AD 2009-0060,,,0:00, ,"Model PC-12, PC-12/45, PC-12/47 aeroplanes, from MSN 101 through MSN 544 inclusive and from MSN 546 through MSN 888 inclusive"
BELL 429,2009-0080-E,34,Report No: 02277,SUPERSEDED BY EASA AD 2009-0249,AD#,03-Apr-2009,EASA AD 2009-0080-E,,,0:00, ,SUPERSEDED BY EASA AD 2009-0249
BELL 429,2009-0086,32,"TR 04-02, document 12-A-04-00-00-00A-00T-A",Nose landing Gear - Right Hand Upper Drag Link - Inspection/ Life Limitation,AD*,28-Apr-2009,EASA AD 2009-0086,,,0:00, ,"Model PC-12, PC-12/45, PC-12/47 aeroplanes, from MSN 101 through MSN 544 inclusive and from MSN 546 through MSN 888 inclusive."
BELL 429,2009-0249,34,EASA AD 2009-0249,"Navigation - Air Data, Attitude and Heading Reference System (ADAHRS) - Modification/Replacement",AD,04-Dec-2009,EASA AD 2009-0249,,,0:00, ,"PC-12/47E aeroplanes, Manufacturer Serial Number (MSN) 545 and from MSN 1001 through MSN 1180 inclusive"
BELL 429,AD 69.,26,Fire Fighting Enterprises Ltd ASB 26-116 issue B dated May 2010.,Fire Protection - Halon 1211 Fire Extinguishers - Identification / Replacement,AD,31-May-2010,EASA AD 2010-0062R1,,,0:00, ,"Halon 1211 (BCF) fire extinguishers, identified by serial number (s/n) and Part Number (P/N) in Fire Fighting Enterprises Ltd (FFE) Alert Service Bulletin (ASB) 26-116 issue B."
BELL 429,2010-0093,76,SB 76-002 Rev.1,Engine Controls - Power Control Lever Reverse Thrust Latch - Inspection / Modification,AD,03-Jun-2010,EASA AD 2010-0093,,,0:00, ,"Model PC-12/47E aeroplanes, Manufacturer Serial Number (MSN) 1001 and MSN 1003 to 1140 inclusive."
BELL 429,2012-0099,5,EASA AD 2012-0099,Time Limits / Maintenance Checks - Airworthiness Limitation Section - Amendment / Implementation,AD,22-Jun-2012,EASA AD 2012-0099,,,0:00, ,Superseded
BELL 429,2013-0031,4,EASA AD 2013-0031,ATA 05 Time Limits / Maintenance Checks - Airworthiness Limitation Section - Amendment / Implementation,AD,18-Feb-2013,EASA AD 2013-0031,,,0:00, ,Superseded
BELL 429,2015-0111,27,EASA AD 2015-0111,Flight Controls - Aileron Control System / Universal Joints - Replacement,AD,16-Jun-2015,EASA AD 2015-0111,,,0:00, ,"PC-12, PC-12/45 and PC-12/47E aeroplanes, manufacturer serial numbers (MSN) 244, MSN 307, MSN 409, MSN 646, MSN 1447 through MSN 1450, MSN 1461, MSN 1462, MSN 1466 through MSN 1514, MSN 1516 through MSN 1520 and MSN 1523."
BELL 429,2016-0037,57,EASA AD 2016-0037,Wing-To-Fuselage Attachment Torlon Plates - Inspection,AD,26-Feb-2016,EASA AD 2016-0037,,,0:00, ,"PC-12, PC-12/45, PC-12/47 and PC-12/47E aeroplanes, all manufacturer serial numbers, delivered before 01 January 2015 (see Note 1 of this AD)."
BELL 429,2009-0028-E,34,EASA AD No 2009-0028-E,SUPERSEDED BY EASA AD 2009-0080-E,AD#,11-Feb-2009,EASA AD No 2009-0028-E,,,0:00, ,SUPERSEDED BY EASA AD 2009-0080-E
BELL 429,2013-0114,34,SB No. 34-038.,Electronic Standby Instrument System / Power Return Wires - Modification,AD,28-May-2013,EASA AD No 2013-0114,,,0:00, ,"PC-12/47E aeroplanes, manufacturer serial number (MSN) 545, and MSN 1001 through 1450 inclusive."
BELL 429,2015-0060,27,SB 27-021,Aileron Control System / Tab Counter Balance Weight - Replacement,AD,10-Apr-2015,EASA AD No 2015-0060,,,0:00, ,"PC-12/47 and PC-12/47E aeroplanes, all manufacturer serial numbers (MSN). Note: Aeroplanes from MSN 1521 on are delivered with Pilatus Aircraft Ltd. Service Bulletin (SB) 27-021 already embodied in production."
BELL 429,2014-0201,25,FAA AD 2013-06-51,Equipment / Furnishings - Hoist - Test / Replacement,AD,19-Sep-2014,EASA AD No.: 2014-0201,,,0:00, ,"AgustaWestland AW109SP, AB139, AW139 and AB412 (all Models) helicopters, all serial numbers (s/n); BHTI 212, 214 and 412 helicopters, all Models, all s/n; BHTC 429 and 430 helicopters, all s/n; AS 365 N3, AS 332 L2 and EC225 LP helicopters, all s/n; AHD MBB-BK117 C-2, EC135 and EC 635 (all Models) helicopters, all s/n; MDHI MD900 helicopters, all s/n; and Sikorsky S-61 (all Models), S-76 (all Models) and S-92A helicopters, all s/"
BELL 429,EASA AD No.: 2024-0018,31,EASA AD No.: 2024-0018,ATA 31 - Indicating / Recording Systems - Control Unit - Inspection,MOD,11-Jan-2024,EASA AD No.: 2024-0018,,,0:00, ,"EC 130 B4 helicopters, all serial numbers (s/n); and EC 120 B helicopters, all s/n; and AS 350 B2 and AS 350 B3 helicopters, all s/n."
BELL 429,AD73,34,SB No. 34-038,ATA 34-Navigation - Electronic Standby Instrument System / Power Return Wires - Modification,AD,26-Apr-2013,EASA AD PAD NO 13-061,,,0:00, ,"PC-12/47E aeroplanes, manufacturer serial number (MSN) 545, and MSN 1001 through 1450 inclusive."
BELL 429,EASA AD: 2025-0294,25,EASA AD: 2025-0294,ATA 25 - Equipment / Furnishings - Medical Seats - Modification,AD#,22-Dec-2025,EASA AD: 2025-0294,,,0:00, ,"Medical seat part number 9613-1-35-( ), serial numbers 3241, 3242, 3243, 3244, 3245, 3473, 3474, 3475, 3476, 3481, 3482, 3483, 3484, 3546, 3547, 3548, 3549, 3575, 3576, 3577, 3578, 3591, 3646, 3647, 3648, 3649, 3703, 3958, 3959, 3960, 3961, 4114, 4115, 4116, 4117, 4118, 4119, 4120, 4121, 4122, 4131, 4132, 4133, 4134, 4135, 4175, 4180, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 4209, 4210, 4211, 4212 and 4213. These seats are known to be installed on, but not limited to, Airbus Helicopters Deutschland (AHD) EC135, AHD MBB-BK 117, Bell Textron Canada 429 and Bell Textron 412 helicopters."
BELL 429,EASA AD: 2025-0294 R1,25,EASA AD: 2025-0294 R1,ATA 25 - Equipment / Furnishings - Medical Seats - Modification,AD#,09-Feb-2026,EASA AD: 2025-0294 R1,,,0:00, ,"Medical seat Part Number (P/N) 9613-1-35-( ), serial numbers (s/n) 3241, 3242, 3243, 3244, 3245, 3473, 3474, 3475, 3476, 3481, 3482, 3483, 3484, 3546, 3547, 3548, 3549, 3575, 3576, 3577, 3578, 3591, 3646, 3647, 3648, 3649, 3703, 3958, 3959, 3960, 3961, 4114, 4115, 4116, 4117, 4118, 4119, 4120, 4121, 4122, 4131, 4132, 4133, 4134, 4135, 4175, 4180, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 4209, 4210, 4211, 4212 and 4213. Appendix 1 of this AD lists, for information only, the complete P/N of the medical seats as initially delivered by Fischer seats. These seats are known to be installed on, but not limited to, Airbus Helicopters Deutschland (AHD) EC135, AHD MBB-BK 117, Bell Textron Canada 429 and Bell Textron 412 helicopters."
BELL 429,2014-0170,5,"Chapter 4 of AMM report 02049, issue 28,",Time Limits / Maintenance Checks - Airworthiness Limitation Section - Amendment / Implementation,AD*,31-Jul-2014,EASA AD2014-0170,,,0:00, ,"PC-12, PC-12/45, PC-12/47, and PC-12/47E aeroplanes, all manufacturer serial numbers."
