part_no,description,part_type,location,min_stock_level,rate,unit,category,serialized_status
M83461/1-005,Packing,Alternate Part,,0,0,EACH,Expendable,
M83461/1-006,Packing,Superseed Part,,0,0,EACH,Expendable,
M83461/1-008,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-009,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-010,Packing,Vendor Part,,0,0.23,EACH,Expendable,
M83461/1-011,Packing,Vendor Part,I5,0,0,EACH,Expendable,
M83461/1-012,"Packing, Performed",Vendor Part,,0,0,EACH,Expendable,
M83461/1-013,O Ring,Alternate Part,,0,0,EACH,Expendable,
M83461/1-014,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-015,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-016,Packing,Vendor Part,XXVIC4,0,0,EACH,Expendable,
M83461/1-017,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-018,Packing,Alternate Part,VF6,0,0,EACH,Expendable,
M83461/1-020,PACKING,Vendor Part,,0,0,EACH,Consumable,
M83461/1-110,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-111,Packing,Vendor Part,VIIIE8,0,0,EACH,Expendable,
M83461/1-112,"Packing, Shaft Seal",Vendor Part,R3,0,0,EACH,Expendable,
M83461/1-114,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-115,Packing,Vendor Part,,0,0.5,EACH,Expendable,
M83461/1-116,Packing,Vendor Part,VIIC10,0,0,EACH,Expendable,
M83461/1-117,Packing,Vendor Part,IVB7,0,0,EACH,Expendable,
M83461/1-122,O-ring,Vendor Part,J52,0,0,EACH,Expendable,
M83461/1-123,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-126,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-134,"PACKING,PREFORMED",Vendor Part,,0,0,EACH,Expendable,
M83461/1-135,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-136,O RING,Vendor Part,,0,2.1,EACH,Expendable,
M83461/1-141,O Ring,Vendor Part,,0,0,EACH,Expendable,
M83461/1-142,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-210,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-211,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-212,O RING,Vendor Part,,0,1.6,EACH,Expendable,
M83461/1-213,Packing,Vendor Part,XXVIC4,0,0,EACH,Expendable,
M83461/1-214,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-215,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-216,Packing,Vendor Part,VIID6,0,0,EACH,Expendable,
M83461/1-217,"Packing , Preformed",Vendor Part,,0,0,EACH,Expendable,
M83461/1-218,Packing,Vendor Part,VIIIC8,0,0,EACH,Expendable,
M83461/1-220,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-226,Packing,Superseed Part,,0,0,EACH,Expendable,
M83461/1-227,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-229,Packing,Vendor Part,J54,0,0,EACH,Expendable,
M83461/1-235,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-236,PACKING,Vendor Part,,0,0,Each.,Accessories,
M83461/1-261,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-267,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/1-271,Gasket,Vendor Part,,0,0,EACH,Expendable,
M83461/1-326,O Ring,Vendor Part,,0,0,EACH,Expendable,
M83461/1-328,Retainer Assy,Vendor Part,,0,0,EACH,Expendable,
M83461/1-330,Packing,Vendor Part,J54,0,0,EACH,Expendable,
M83461/1-333,O Ring,Vendor Part,,0,0,EACH,Expendable,
M83461/1-335,Packing,Vendor Part,J54,0,0,EACH,Expendable,
M83461/1-337,Packing,Alternate Part,IVB3,0,0,EACH,Expendable,
M83461/1-378,Packing,Vendor Part,,1,0,EACH,Expendable,
M83461/1-379,Seal,Vendor Part,,0,0,EACH,Expendable,
M83461/2-904,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/2-906,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461/2-910,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461-1-012,PACKING,OEM Part,,0,0,Each.,Consumable,
M83461-1-135,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461-1-220,Packing,Alternate Part,,0,0,EACH,Expendable,
M83461-1-330,Packing,Vendor Part,,0,0,EACH,Expendable,
M83461-1-378,Ring Sealing,Vendor Part,,0,0,EACH,Expendable,
M83461-1-379,O-ring,Vendor Part,,0,0,EACH,Expendable,
M83461-212,Packing,Vendor Part,,0,0,EACH,Expendable,
M8348/1-248,Packing,Superseed Part,,0,0,EACH,Expendable,
M83481/1-130,Packing,Vendor Part,,0,0,EACH,Expendable,
M83519/1-3,Solder Sleeve,Vendor Part,,0,0,EACH,Expendable,
M83519/1-5,Sleeve solder,Vendor Part,,0,0,EACH,Expendable,
M83519/2-10,Solder Sleeve,Vendor Part,,0,0,EACH,Expendable,
M83519/2-9,Shield,Vendor Part,,0,0,EACH,Expendable,
M83536/11-002L,Relay,Vendor Part,,0,0,EACH,Expendable,
M83536/17-002L,Relay,Vendor Part,,0,0,EACH,Expendable,
M83536/2-024M,Relay,Vendor Part,,0,0,EACH,Expendable,
M83536/2-028M,Relay,Vendor Part,E4,0,0,EACH,Expendable,
M83536/22-025M,Relay,Vendor Part,,0,0,EACH,Expendable,
M83536/33-003,Relay,Vendor Part,,0,0,EACH,Repairable,
M83536/33-003L,Relay,Vendor Part,,0,0,EACH,Expendable,
M83536/6-025M,Relay,Vendor Part,E5,0,0,EACH,Repairable,
M83536/9-026L,Relay,Vendor Part,IXA7,0,0,EACH,Repairable,
M83536-10-024M,Relay,Vendor Part,,0,0,EACH,Equipment,
M83536-2-024L,Relay,Vendor Part,,0,0,EACH,Equipment,
M83536-2-024M,Relay,Vendor Part,,0,0,EACH,Equipment,
M83536-32-003L,Relay,Vendor Part,,0,0,EACH,Expendable,
M83536-33-003L,Relay,Vendor Part,,0,0,EACH,Expendable,
M83723-30T16,Pin,Vendor Part,,0,0,EACH,Expendable,
M83723-72G0803N,Connector,Vendor Part,,0,0,EACH,Expendable,
M83723-96K2443N,"Connector, Engine Bay",Vendor Part,,0,0,EACH,Expendable,
M85049/31-10W,Back Shell,Vendor Part,,0,0,EACH,Expendable,
M85049/31-12W,Back Shell,Vendor Part,,0,0,11OZ,Expendable,
M85049/38-11W,Amphenol Circular MIL Spec Strain Reliefs & Adapters,Alternate Part,,0,0,EACH,Expendable,
M85049/38-9W,Back Shell,Vendor Part,,0,0,EACH,Expendable,
M85049/49-2-12N,Back Shell,Vendor Part,,0,0,EACH,Expendable,
M85049/51-1-10N,Back Shell,Vendor Part,,0,0,EACH,Expendable,
M85049/52-1-12W,Connector,Standard Part,,0,0,EACH,Expendable,
M85049/52-1-16N,Back Shell,Vendor Part,,0,0,EACH,Expendable,
M85049/52-1-16W,Circular Strain,Vendor Part,,0,0,EACH,Expendable,
M85049/52-1-8N,Back Shell,Vendor Part,,0,0,EACH,Expendable,
M85049/53-20-A,Strain Relief,Vendor Part,,0,0,EACH,Expendable,
M85049/60-1W20,Adapter,Vendor Part,,0,0,EACH,Expendable,
M85049/93-04,Shield - Support ring,Vendor Part,,0,0,EACH,Expendable,
M85352/1,Tire Inflation Kit,Vendor Part,,0,0,EACH,Equipment,
M85352-1,Inflator Assembly,Vendor Part,TR,0,0,EACH,Expendable,
M877,Davtronclock,Vendor Part,,0,0,EACH,Equipment,
M8775V,Clock,Vendor Part,,0,0,EACH,Expendable,
M877A-5V,Clock Difita,Vendor Part,,0,0,EACH,Expendable,
M8791/1-016,Retainer,Vendor Part,AIV,0,0,EACH,Expendable,
M8805/55-001,Switch,Vendor Part,,0,0,EACH,Expendable,
M895409-1,Cartridge,Vendor Part,,0,0,EACH,Service Life Limit,
M9029/22-192,contact,Vendor Part,,0,0,Each.,Consumable,
M92A,Digital Multimeter,Vendor Part,,0,0,EACH,Instrument,
M93016/6-105L,Relay,Vendor Part,,0,0,EACH,Expendable,
M93248-1-910,PACKING,OEM Part,,0,0,Each.,Consumable,
M9385-09,Packing Performed,Vendor Part,,0,0,EACH,Expendable,
MA124-01,Pressure Switch,Vendor Part,,0,0,EACH,Expendable,
MAC MASTER,TORQUE WRENCH (2-10LB.FT),Vendor Part,,0,0,Each.,Equipment,
MAC MASTER TW-50,Torque Wrench,Vendor Part,,0,0,EACH,General Tool,
MAC MASTER/TW-10,Torque Wrench,Vendor Part,RACK 5 /BIN K,0,0,EACH,General Tool,
MAGKLEEN4-20LI,Degeasing Solvent,Standard Part,,0,0,20LI/CAN,Consumable,
MAGN0B0ND6398PT,Adhesive,Vendor Part,,0,0,PT,Consumable,
MAGNABOND 6367,Adhesive,Alternate Part,FR,0,87,EACH,Consumable,
MAGNABOND 6380,Adhesive,Vendor Part,,0,0,EACH,Consumable,
MAGNABOND-6367-PT KIT,Adhesive,Vendor Part,FR,0,87,EACH,Consumable,
MAGNABOND-6398,Adhesive Kit,Vendor Part,,0,0,EACH,Consumable,
MAGNABOND-6398-GM,Adhesive,Vendor Part,,0,0,50gms,Consumable,
MAGNABOND-6398-PT KIT,Adhesive Kit,Vendor Part,,0,0,EACH,Consumable,
MAGNAFLUX,Visible Light Meter - 100-10000 Lux,Vendor Part,,0,0,EACH,Special Tool,
MAGNAGLO 14A POWDER,ITW Magnaflux Make Magnaglo 14A Powder,Vendor Part,,0,0,1 kg,Consumable,
MAGNAGLO-14A,"Powder,MPI",Vendor Part,,0,0,KG,Consumable,
MAGNAHALIC(P.U.),Pressure Gauge 0-8Inch of H2O,Vendor Part,CABIN PU HANGAR,0,0,EACH,Instrument,
MAGNEHELIC-0-8IN OF H2O,Pressure Guage 0-8'' of H2O,Vendor Part,,0,0,EACH,Special Tool,
MAGNETIC FINGER,Magnetic Finger,Vendor Part,,0,0,EACH,Special Tool,
MAGNETIC TARGET,Magnetic Target,Standard Part,,0,0,EACH,Equipment,
MAGNIFYING GLASS,Instrument,Vendor Part,,0,0,EACH,Instrument,
MAGNOBOND 6367,Adhesive,Vendor Part,,0,0,EACH,Consumable,
MAGNOBOND 6398 A/B,Magnobond,Vendor Part,,0,0,PINT KIT,Consumable,
MAGNOLIA,Adhesive Kit,Vendor Part,,0,0,EACH,Consumable,
MAGNUS 149X,Magnus 149X Soap,Vendor Part,,0,0,1 Ltr,Consumable,
MAGTEST,"Gauge,PIE",Vendor Part,,0,0,EACH,Special Tool,
MAHAVIR,TPG (0-300 PSI),Vendor Part,,0,0,Each.,Instrument,
MAHAVIR-0-200 PSI,Pressure Gauge,Vendor Part,,0,0,EACH,Special Tool,
MAINTENANCE MANUAL BINDERS-3''-5'',"Maintenance Manual Binders Large Red Expandable, 3Post (3''-5'')-B4",Vendor Part,,0,0,EACH,Publications,
MAKGPU-40-B-7-V4.5,Ground Power Unit 28.5V DC,Vendor Part,,0,0,EACH,Equipment,
MALE NATO PLUG,MALE NATO PLUG,Vendor Part,,0,0,EACH,Accessories,
MALLET,Mallet,Vendor Part,,0,0,EACH,Special Tool,
MALLET-RUBBER,MALLET,Vendor Part,A5,0,0,EACH,General Tool,
MANOMETER,PRESSURE GAUGE (0-1000 PSI),Vendor Part,,0,0,Each.,Instrument,
MANOMETER-0-150PSI-TPG,Tyre Pressure Gage 0-150PSI,Vendor Part,,0,0,EACH,Special Tool,
MANOMETER-0-200PSI,Pressure Guage 0-200PSI,Vendor Part,,0,0,EACH,Special Tool,
MANOMETER-0-200-TPG,"Gage, Tyre Pressure 0-200PSI",Vendor Part,,0,0,EACH,Special Tool,
MANOMETER-0-2PSI,MANOMETER,Vendor Part,,0,0,EACH,Equipment,
MANOMETER-0-300PSI,Pressure Gage 0-300PSI,Vendor Part,,0,0,EACH,Special Tool,
MANOMETER-0-30PSI,Pressure Guage-0-30PSI,Vendor Part,,0,0,EACH,Special Tool,
MANOMETER-0-4000PSI,Pressure Gage N0-4000PSI,Vendor Part,,0,0,EACH,Special Tool,
MANOMETER-0-5000PSI,Pressure Gage 0-5000PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MAR-55,Lamp Holder,Vendor Part,,0,0,EACH,Component,
MARINE CONTAINER 20F*8F*8.6F,Container,Vendor Part,HGR,0,0,EACH,Equipment,
MARINE CONTAINER 40F*8F*8.6F,Container,Vendor Part,HGR,0,0,EACH,Equipment,
MARSH-0-100PSI,Pressure Guage 0-100PSI,Vendor Part,,0,0,EACH,Special Tool,
MARSH-0-160PSI,Pressure Guage 0-160PSI,Vendor Part,,0,0,EACH,Special Tool,
MARSH-0-2100PSI,Pressure Gage 0-2100PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MARSH-0-400PSI,Pressure Gauge,Vendor Part,,0,0,EACH,Special Tool,
MARUTI-0-150LB/IN,Pressure Gage-0-150,Vendor Part,,0,0,50ML,General Tool,
MARUTI-0-150PSI,Pressure Gage,Vendor Part,,0,0,EACH,Instrument,
MARUTI-0-200 PSI,Pressure Gage,Vendor Part,,0,0,EACH,General Tool,
MARVEL MYSTERY OIL,Marvel Mystery Oil,Vendor Part,POL,0,0,LTR,Consumable,
MAS830-DIGITAL MULTIMETER,Digital Multimeter 200K Ohm-200M Ohm,Vendor Part,,0,0,EACH,Special Tool,
MAS830L-DIGITAL MULTIMETER,Digital Multimeter,Vendor Part,,0,0,EACH,Equipment,
MASINOC 6856 K,MASINOC 6856 K,Vendor Part,,0,0,SEMKIT,Consumable,
MASS & EN 837-1,PRESSURE GAUGE (0 TO 21KG/cm2),Vendor Part,,0,0,Each.,Equipment,
MASS & EN837-1,PRESSURE GAUGE (0 TO 230 PSI),Vendor Part,,0,0,Each.,Equipment,
MASS / EN 837-1,PRESSURE GAUGE (0 TO 160KG/cm2),Vendor Part,,0,0,Each.,Equipment,
MASS /EN 837-1,PRESSURE GAUGE (0 TO 210KG/CM2),Vendor Part,,0,0,Each.,Equipment,
MASS EN 837-1,PRESSURE GAUGE (0 TO 230 PSI),Vendor Part,,0,0,Each.,Equipment,
MASS/100,PRESSURE GAUGE (0-230PSI),Vendor Part,,0,0,Each.,Equipment,
MASS0-0-150PSI,Pressure Gage 0-150PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-10000PSI,Pressure Guage,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-100PSI,Pressure Gage 0-100PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MASS-0-100PSI-TPG,Tyre Pressure Gage 0-100PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-150LB,Pressure Gauge,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-150PSI,Pressure Gage 0-150PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MASS-0-15PSI,Pressure Gage 0-15PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MASS-0-200PSI,Pressure Guage,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-200PSI-TPG,Tyre Pressure Gage 0-200PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-250PSI,Pressure Guage,Vendor Part,,0,0,EACH,Expendable,
MASS-0-250PSI-TPG,Tire Pressure Guage,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-280KG/CM2,Pressure Guage-0-280KG/CM2,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-3000PSI,Pressure Gage 0-3000PSI,Vendor Part,AVIF3,0,0,EACH,Special Tool,
MASS-0-300PSI,Pressure Guage 0-300PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS0-300PSI,Pressure Guage 0-300PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS0-4000PSI,Pressure Gage 0-4000PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-5000PSI,Pressure Gage 0-5000PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MASS-0-6000PSI,Pressure Gage 0-6000PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MASS-0-600PSI,Pressure Gage 0-600PSI,Vendor Part,,0,0,EACH,Special Tool,
MASS-0-60PSI,"Gage, Pressure Indication 0-60PSI",Vendor Part,,0,0,EACH,Special Tool,
MASS-PG,PRESSERE GUAGE,Vendor Part,,0,0,Each.,Equipment,
MASTECH,Multimeter Digital,Vendor Part,,0,0,EACH,Special Tool,
MASTECH M92A,Digital Multimeter,Vendor Part,RACK 5 /BIN K,0,0,EACH,Instrument,
MASTECH-M3900,Digital Multimeter,Vendor Part,,0,0,EACH,Special Tool,
MASTECH-MAS830B,"Digital, Multimeter 200Ohm-20M Ohm",Vendor Part,,0,0,EACH,Special Tool,
MASTECH-MAS830L,"Multimeter,Digital, Range- 200Ohm-20M Ohm",Vendor Part,,0,0,EACH,Special Tool,
MASTECH-MS8200G,Digital Multimeter 200Ohms to 20MOhms,Vendor Part,,0,0,EACH,Special Tool,
MASTECH-MY64,Digital Multimeter,Vendor Part,,0,0,EACH,Special Tool,
MASTER-0-100PSI,"Gage, Pressure Indication, 0-100PSI",Vendor Part,,0,0,EACH,Special Tool,
MASTER-0-160PSI,"Gage, Pressure Indication, 0-160PSI",Vendor Part,,0,0,EACH,Special Tool,
MASTER-0-200PSI,Pressure Guage-0-200PSI,Vendor Part,,0,0,EACH,Special Tool,
MASTINOX 6856,Sealant,Vendor Part,,0,0,EACH,Consumable,
MASTINOX 6856K,sealant,Vendor Part,,0,0,Semi kit,Consumable,
MASTINOX6856-160ML,Joining Compound,Alternate Part,FR,0,0,EACH,Consumable,
MASTINOX6856K SEMI KIT,MASTINOX,Vendor Part,,0,0,Semi kit,Consumable,
MASTINOX6856K-160ML,Joining Compound,Vendor Part,FR,0,6500,EACH,Consumable,
MASTINOXD40-6OZ,Joining Compound,Vendor Part,,0,107.7,EACH,Consumable,
MAX-0-200PSI,Tyre Pressure Gauge-0-200PSI,Vendor Part,,0,0,EACH,Special Tool,
MB1913,Grease,Alternate Part,,0,0,1GLBASE/1QTHARD,Consumable,
MB1913-425GM,Thixogrease NLGI Grade2,Vendor Part,,0,0,EACH,Consumable,
MB-4M-41,Bearing,Vendor Part,BVD5,0,0,EACH,Expendable,
MB801-28,Clock,Vendor Part,,0,0,EACH,Repairable,
MB86A-2,Compressor Drive Motor,Alternate Part,,0,0,EACH,Rotable,
MBBN3012L3201,Rivet,Vendor Part,,0,0,EACH,Expendable,
MBBN3012L3605,Rivet,Alternate Part,,0,0,EACH,Expendable,
MBBN3012L4404,Rivet,Vendor Part,IIF1,0,0,EACH,Expendable,
MBBN3029A,Grease Nipple,Vendor Part,,0,0,EACH,Accessories,
MBBN3050-06D,Nut,Vendor Part,,0,0,EACH,Expendable,
MBBN3050-08D,Nut,Vendor Part,,0,0,EACH,Expendable,
MBC-19276-101,Seal Bonded (RH),Vendor Part,,0,0,EACH,Expendable,
MBC-19276-103,Bonded Seal (LH),Vendor Part,,0,0,EACH,Expendable,
MBC68588,Clamp,Vendor Part,,0,69.11,EACH,Expendable,
MBCS3290-1,"STRUT,GAS",Vendor Part,,0,0,EACH,Expendable,
MBCS3304-2,Harness,Vendor Part,,0,0,EACH,Expendable,
MBCS3309,"PIN,SHEAR INDICATOR",Vendor Part,,0,0,EACH,Expendable,
MBCS3409,PAD COMFORT,Vendor Part,,0,0,EACH,Expendable,
MBCS3410,BACK PANEL,Vendor Part,,0,0,EACH,Expendable,
MBCS6188,HEADREST GUIDE,Vendor Part,,0,0,EACH,Accessories,
MC 780 A2,MC 780 A2,Vendor Part,,0,0,SEMKIT,Consumable,
MC 780 B/2,MC 780 B/2,Vendor Part,,0,0,SEMKIT,Consumable,
MC 780 CLS A,Sealant,Vendor Part,,0,0,EACH,Consumable,
MC-0-10000PSI,Pressure Gage 0-10000PSI,Vendor Part,SP,0,0,EACH,Special Tool,
MC-01000101,Dial Test Indicator 0-10mm,Vendor Part,,0,0,EACH,Special Tool,
MC-0-150PSI,Pressure Guage,Vendor Part,,0,0,EACH,Special Tool,
MC0543015-6,Steering Boot,Vendor Part,,0,0,EACH,Expendable,
MC-0-7500PSI,"Gage, Pressure 0-7500PSI",Vendor Part,,0,0,EACH,Special Tool,
MC10-04-105,"Mask, Oxygen Assembly",Vendor Part,,0,0,EACH,Expendable,
MC10-06-121,Oxygen Mask,Vendor Part,,0,0,EACH,Expendable,
MC10-06-125,Quick Donning Mask Regulator,Alternate Part,,0,0,EACH,Expendable,
MC10-15-109,Oxygen Mask,Vendor Part,,0,0,EACH,Expendable,
MC-10-15-13,Oxygen Mask,Vendor Part,,0,0,EACH,Instrument,
MC10-15-13,OXY Mask and Reg Assy,Vendor Part,,0,0,EACH,Expendable,
MC10-16-101,Oxygen Mask,Vendor Part,,0,0,EACH,Equipment,
MC-2711,Actuator,Alternate Part,,0,0,EACH,Expendable,
MC780B1,SEALANT,Vendor Part,,0,0,250ML,Consumable,
MC-906,"Insulation Tester,ANALOG",Vendor Part,,0,0,EACH,Special Tool,
MCD01/10CFM,"Air Dryer, Heatless Tower Type Micron With Auto Drain System",Vendor Part,Hanger,0,15750,EACH,Equipment,
MCR 1132,MCR 1132,Vendor Part,,0,0,EACH,Consumable,
M-CR 1200S,COATING,Vendor Part,,0,0,1 CAN,Consumable,
M-CR1132 AERO,Chemical material,Vendor Part,,0,0,EACH,Consumable,
M-CR1200S,Coating,Vendor Part,,0,0,EACH,Consumable,
M-CR-ALCRM 1200,Alodine,Vendor Part,,0,0,1 kg,Consumable,
MCS352B,"Fluid, Hydraulic Assembly",Vendor Part,FR,0,0,EACH,Consumable,
MD26-28,"Invertor, 26V AC",Vendor Part,RS,0,0,EACH,Rotable,
MD886712-0000,BOSE A30 - UV Cure Fixture,Standard Part,,0,0,EACH,Consumable,
MD-88P,Clock,Vendor Part,,0,0,EACH,Rotable,
MD-90-1,Clock,Vendor Part,,0,0,EACH,Repairable,
MDA10,"Fuse, 10AMPS",Vendor Part,,0,0,EACH,Expendable,
MDA15,"Fuse, 15AMPS",Vendor Part,,0,0,EACH,Expendable,
MDA-5,Fuse,Vendor Part,,0,0,EACH,Expendable,
MDL1-1/2,Fuse,Vendor Part,,0,0,EACH,Expendable,
ME102,MAIN ROTOR HUB BALANCING KIT ATTACHMENT,Vendor Part,,0,0,EACH,Special Tool,
ME4439,"Detector, Chip",Vendor Part,IXD9,0,385.3,EACH,Expendable,
MEC-9A06-200MA,Digital Multimeter,Vendor Part,,0,0,EACH,Special Tool,
MECHANICAL FINGER,Mechanical Finger,Vendor Part,,0,0,EACH,Special Tool,
MECHO DIT 99C,Digital Insulation Tester,Vendor Part,,0,0,EACH,Expendable,
MECO/M72,ANALOG DC VOLTMEMTER(0-50VDC),Vendor Part,,0,0,Each.,Equipment,
MECO-0-30A,Ammeter,Vendor Part,,0,0,EACH,Rotable,
MECO-0-500V,Digital Insulation Tester,Vendor Part,,0,0,EACH,General Tool,
MECO-9A06-200MA,Multimeter,Vendor Part,,0,0,EACH,Special Tool,
MECO-M172-0-60V,Voltmeter 0-60V,Vendor Part,,0,0,EACH,Special Tool,
MECO-M-72,Voltmeter,Alternate Part,,0,0,EACH,Special Tool,
MECO-M72-0-30A,Ammeter 0-30A,Vendor Part,,0,0,EACH,Special Tool,
MECO-M72-0-40V,Voltmeter 0-40V,Vendor Part,,0,0,EACH,Special Tool,
MECO-M72-0-50V,"Voltmeter 0-50V, DC",Vendor Part,,0,0,EACH,Special Tool,
MECO-M72-0-60A,Ammeter 0-60A,Vendor Part,,0,0,EACH,Special Tool,
MECO-M72A-0-50V,Voltmeter 0-50V,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-1500A,Ammeter,Vendor Part,,0,0,EACH,General Tool,
MECO-M96-0-30V,Voltmeter 0-30V,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-40V,VOLT METER,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-50V,Voltmeter 0-50V,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-5A,Ammeter 0-5A,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-60A,Ammeter 0-60A,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-60V,Voltmeter 0-60V,Vendor Part,,0,0,EACH,Special Tool,
MECO-M96-0-800A,Ammeter 0-800A,Vendor Part,SP,0,0,EACH,Special Tool,
MECO-M96A-0-1A,Ammeter 0-1A,Vendor Part,,0,0,EACH,Special Tool,
MECO-V-0-1500A,Ammeter-0-1500A,Vendor Part,,0,0,EACH,Special Tool,
MECO-V-0-20A,Ammeter 0-20A,Vendor Part,,0,0,EACH,Special Tool,
MECO-V-MR-65-0-50V,Voltmeter 0-50V,Vendor Part,SP,0,0,EACH,Special Tool,
MEGA,Feeler Gauge,Vendor Part,,0,0,EACH,Special Tool,
MEI /EN-837-1,Analog Pressure Gauge (0-25 bar),Vendor Part,,0,0,Each.,Accessories,
MEK,Cleaner,Vendor Part,POL,0,0,LTR,Consumable,
MEP10-069/AMS3095,"Clear Coat,High Solid Polyurethane Topcoat",Vendor Part,,0,0,QT,Consumable,
MES04-41,"Manual, Jeppson Airway MES04, Revision Service",Vendor Part,,0,0,EACH,Publications,
MES61100-11,Brush,Vendor Part,,0,0,EACH,Expendable,
METAL AET A4,Sealing Compound,Alternate Part,,0,0,EZPAK,Consumable,
METAL PROTECTOR PLUS,Varnish,Vendor Part,,0,0,EACH,Consumable,
METAL SET A-4,Sealing Compound,Vendor Part,,0,0,KIT,Consumable,
METALSET-A4-6-0Z TUBE,Adhesive,Vendor Part,,0,0,EACH,Consumable,
METHYL ETHYL KETONE (MEK),Methyl Ethyl Ketone,Vendor Part,,0,0,EACH,Consumable,
METHYL N PROPYL KETONE,degreasing ajent,Vendor Part,,0,0,Gallon,Consumable,
METHYL PROPYL KETONE-QT,Cleaner,Vendor Part,POL,0,0,QT,Consumable,
METHYLATED SPIRITS,Methylated spirits,Vendor Part,,0,0,5 LTR,Consumable,
MF10-03-02,Oxygen Mask,Vendor Part,,0,0,EACH,Equipment,
MF10-03-12,Oxygen Mask,Vendor Part,,0,0,EACH,Expendable,
MF6000-3,Nut,Vendor Part,,0,0,EACH,Expendable,
MFFA370/2,Element Assy,Vendor Part,,0,0,EACH,Expendable,
MFHA189/1A,Filter,Vendor Part,,0,0,EACH,Expendable,
MFHA189A,"Element, Filter",Vendor Part,,0,0,EACH,Expendable,
MFPF-80/15,"Microfilter, Compressed Air Filter to Remove Moisture / Dirt",Vendor Part,,0,0,EACH,Equipment,
MG-14A,"Powder,MPI",Vendor Part,,0,0,KG,Consumable,
MG174-04,"Removal tool,Disassembly Tool",Vendor Part,,0,0,EACH,Special Tool,
MG174-04-01,Dissambly Tool,Vendor Part,,0,0,EACH,Special Tool,
MGT MULTI4GAS DETECTOR,Gas detector,Vendor Part,,0,0,EACH,Special Tool,
MHB-382SD,"Data Recorder,Humidity/Baro/Temp",Vendor Part,,0,0,EACH,Special Tool,
MHB-4016,Starter,Vendor Part,,0,0,EACH,Repairable,
MHB-4016R,Starter,Vendor Part,,0,0,EACH,Repairable,
MHB-6016,Starter,Vendor Part,,0,0,EACH,Expendable,
MHB-6016R,Starter Motor,Vendor Part,,0,0,EACH,Repairable,
MHL012D26.5VDC,Relay,Vendor Part,,0,0,EACH,Expendable,
MHLO-12D,Relay,Vendor Part,,0,0,EACH,Expendable,
MHS-10-1A-0,Aluminum Multi hole reference std.with cert.,OEM Part,,0,0,EACH,Equipment,
MHS-155-15290,Washer,Vendor Part,1B19,0,0,EACH,Expendable,
MHS-29- 1A-0,Aluminum Multi-hole reference standard with certificate. Contains 29,Vendor Part,,0,0,EACH,Expendable,
MI MILLIOHM METER,Milliohm Meter,Vendor Part,,0,0,Each.,Equipment,
MI585200-1,Transmitter,Vendor Part,,0,0,EACH,Expendable,
